Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,855,40,803,12
Grefrath,888,55,820,13
Kempen,2356,178,2140,38
Nettetal,3153,211,2882,60
Niederkrüchten,695,37,642,16
Schwalmtal,854,61,778,15
Tönisvorst,1727,145,1560,22
Viersen,5027,410,4495,122
Willich,2809,177,2595,37
o. Angabe,0,0,0,0
Gesamt,18364,1314,16715,335
