Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,950,52,886,12
Grefrath,974,59,901,14
Kempen,2705,226,2438,41
Nettetal,3454,194,3198,62
Niederkrüchten,769,34,719,16
Schwalmtal,982,72,895,15
Tönisvorst,2042,237,1782,23
Viersen,5683,441,5113,129
Willich,3208,286,2884,38
o. Angabe,0,0,0,0
Gesamt,20767,1601,18816,350
