Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,490,1,477,12
Grefrath,544,2,534,8
Kempen,1532,11,1488,33
Nettetal,2029,15,1957,57
Niederkrüchten,446,0,430,16
Schwalmtal,530,0,516,14
Tönisvorst,1089,3,1066,20
Viersen,3320,7,3199,114
Willich,1736,14,1687,35
o. Angabe,0,0,0,0
Gesamt,11716,53,11354,309
