Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,495,5,478,12
Grefrath,553,9,536,8
Kempen,1537,10,1494,33
Nettetal,2042,19,1966,57
Niederkrüchten,446,0,430,16
Schwalmtal,532,2,516,14
Tönisvorst,1091,4,1067,20
Viersen,3338,25,3199,114
Willich,1752,23,1694,35
o. Angabe,0,0,0,0
Gesamt,11786,97,11380,309
