Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,651,31,608,12
Grefrath,656,24,624,8
Kempen,1803,59,1710,34
Nettetal,2404,89,2258,57
Niederkrüchten,551,26,509,16
Schwalmtal,662,10,638,14
Tönisvorst,1294,43,1230,21
Viersen,3962,148,3697,117
Willich,2148,96,2017,35
o. Angabe,0,0,0,0
Gesamt,14131,526,13291,314
