Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,588,5,571,12
Grefrath,612,5,599,8
Kempen,1710,9,1667,34
Nettetal,2272,24,2191,57
Niederkrüchten,504,16,472,16
Schwalmtal,639,3,622,14
Tönisvorst,1241,3,1217,21
Viersen,3753,35,3602,116
Willich,1988,29,1924,35
o. Angabe,0,0,0,0
Gesamt,13307,129,12865,313
