Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,829,79,738,12
Grefrath,856,102,742,12
Kempen,2230,212,1981,37
Nettetal,3010,276,2674,60
Niederkrüchten,666,51,599,16
Schwalmtal,809,76,719,14
Tönisvorst,1624,163,1439,22
Viersen,4727,346,4262,119
Willich,2686,203,2447,36
o. Angabe,0,0,0,0
Gesamt,17437,1508,15601,328
