Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,939,51,876,12
Grefrath,954,48,892,14
Kempen,2635,188,2406,41
Nettetal,3392,157,3173,62
Niederkrüchten,757,35,706,16
Schwalmtal,965,69,881,15
Tönisvorst,1970,186,1761,23
Viersen,5534,349,5056,129
Willich,3094,208,2848,38
o. Angabe,0,0,0,0
Gesamt,20240,1291,18599,350
