Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,490,0,478,12
Grefrath,548,4,536,8
Kempen,1535,11,1491,33
Nettetal,2032,13,1962,57
Niederkrüchten,446,0,430,16
Schwalmtal,530,0,516,14
Tönisvorst,1090,4,1066,20
Viersen,3328,15,3199,114
Willich,1746,20,1691,35
o. Angabe,0,0,0,0
Gesamt,11745,67,11369,309
