Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,495,5,478,12
Grefrath,552,8,536,8
Kempen,1537,10,1494,33
Nettetal,2042,21,1964,57
Niederkrüchten,446,0,430,16
Schwalmtal,532,2,516,14
Tönisvorst,1091,4,1067,20
Viersen,3337,24,3199,114
Willich,1751,22,1694,35
o. Angabe,0,0,0,0
Gesamt,11783,96,11378,309
