Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,760,75,673,12
Grefrath,770,97,664,9
Kempen,2039,180,1824,35
Nettetal,2751,249,2443,59
Niederkrüchten,617,46,555,16
Schwalmtal,739,58,667,14
Tönisvorst,1478,136,1321,21
Viersen,4419,310,3991,118
Willich,2501,246,2220,35
o. Angabe,0,0,0,0
Gesamt,16074,1397,14358,319
