Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,516,16,488,12
Grefrath,568,10,550,8
Kempen,1596,47,1516,33
Nettetal,2093,33,2003,57
Niederkrüchten,460,8,436,16
Schwalmtal,564,23,527,14
Tönisvorst,1153,55,1078,20
Viersen,3436,60,3262,114
Willich,1851,86,1730,35
o. Angabe,0,0,0,0
Gesamt,12237,338,11590,309
