Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,896,42,842,12
Grefrath,912,28,870,14
Kempen,2462,125,2297,40
Nettetal,3257,128,3067,62
Niederkrüchten,724,33,675,16
Schwalmtal,914,71,828,15
Tönisvorst,1799,100,1676,23
Viersen,5223,246,4850,127
Willich,2908,133,2737,38
o. Angabe,0,0,0,0
Gesamt,19095,906,17842,347
