Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,490,1,477,12
Grefrath,548,4,536,8
Kempen,1533,10,1490,33
Nettetal,2032,15,1960,57
Niederkrüchten,446,0,430,16
Schwalmtal,530,0,516,14
Tönisvorst,1089,3,1066,20
Viersen,3326,13,3199,114
Willich,1742,16,1691,35
o. Angabe,0,0,0,0
Gesamt,11736,62,11365,309
