Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,874,40,822,12
Grefrath,898,39,846,13
Kempen,2386,140,2208,38
Nettetal,3189,167,2962,60
Niederkrüchten,701,29,656,16
Schwalmtal,877,62,800,15
Tönisvorst,1752,125,1604,23
Viersen,5115,381,4612,122
Willich,2844,155,2652,37
o. Angabe,0,0,0,0
Gesamt,18636,1138,17162,336
