Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,499,7,480,12
Grefrath,557,7,542,8
Kempen,1542,6,1503,33
Nettetal,2055,17,1981,57
Niederkrüchten,450,4,430,16
Schwalmtal,538,5,519,14
Tönisvorst,1094,4,1070,20
Viersen,3369,40,3215,114
Willich,1764,14,1715,35
o. Angabe,0,0,0,0
Gesamt,11868,104,11455,309
