Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,508,12,484,12
Grefrath,564,7,549,8
Kempen,1571,31,1507,33
Nettetal,2070,23,1990,57
Niederkrüchten,455,6,433,16
Schwalmtal,546,9,523,14
Tönisvorst,1110,16,1074,20
Viersen,3391,33,3244,114
Willich,1789,30,1724,35
o. Angabe,0,0,0,0
Gesamt,12004,167,11528,309
