Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,595,9,574,12
Grefrath,616,7,601,8
Kempen,1722,19,1669,34
Nettetal,2282,23,2202,57
Niederkrüchten,506,17,473,16
Schwalmtal,642,4,624,14
Tönisvorst,1243,2,1220,21
Viersen,3757,24,3617,116
Willich,2008,38,1935,35
o. Angabe,0,0,0,0
Gesamt,13371,143,12915,313
