Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,640,34,594,12
Grefrath,640,17,615,8
Kempen,1770,39,1697,34
Nettetal,2362,61,2244,57
Niederkrüchten,543,28,499,16
Schwalmtal,656,8,634,14
Tönisvorst,1272,26,1225,21
Viersen,3886,95,3675,116
Willich,2099,73,1991,35
o. Angabe,0,0,0,0
Gesamt,13868,381,13174,313
