Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,502,6,484,12
Grefrath,559,6,545,8
Kempen,1553,15,1505,33
Nettetal,2067,23,1987,57
Niederkrüchten,453,7,430,16
Schwalmtal,540,6,520,14
Tönisvorst,1099,7,1072,20
Viersen,3380,39,3227,114
Willich,1771,17,1719,35
o. Angabe,0,0,0,0
Gesamt,11924,126,11489,309
