Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,543,3,532,8
Kempen,1521,1,1487,33
Nettetal,2013,3,1953,57
Niederkrüchten,446,0,430,16
Schwalmtal,530,2,514,14
Tönisvorst,1086,4,1062,20
Viersen,3312,3,3195,114
Willich,1726,14,1677,35
o. Angabe,0,0,0,0
Gesamt,11666,30,11327,309
