Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,540,0,532,8
Kempen,1519,6,1480,33
Nettetal,2010,13,1940,57
Niederkrüchten,444,4,424,16
Schwalmtal,524,1,510,13
Tönisvorst,1081,0,1061,20
Viersen,3305,7,3184,114
Willich,1707,4,1668,35
o. Angabe,0,0,0,0
Gesamt,11619,35,11276,308
