Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,516,17,487,12
Grefrath,565,7,550,8
Kempen,1581,36,1512,33
Nettetal,2084,30,1997,57
Niederkrüchten,460,9,435,16
Schwalmtal,557,20,523,14
Tönisvorst,1139,44,1075,20
Viersen,3420,49,3257,114
Willich,1821,58,1728,35
o. Angabe,0,0,0,0
Gesamt,12143,270,11564,309
