Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,766,77,677,12
Grefrath,780,102,669,9
Kempen,2065,195,1835,35
Nettetal,2778,256,2463,59
Niederkrüchten,621,48,557,16
Schwalmtal,748,63,671,14
Tönisvorst,1490,137,1332,21
Viersen,4451,316,4017,118
Willich,2521,244,2242,35
o. Angabe,0,0,0,0
Gesamt,16220,1438,14463,319
