Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,611,22,577,12
Grefrath,626,12,606,8
Kempen,1738,28,1676,34
Nettetal,2306,37,2212,57
Niederkrüchten,514,17,481,16
Schwalmtal,648,8,626,14
Tönisvorst,1246,5,1220,21
Viersen,3797,52,3629,116
Willich,2030,47,1948,35
o. Angabe,0,0,0,0
Gesamt,13516,228,12975,313
