Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,554,19,523,12
Grefrath,599,9,582,8
Kempen,1681,49,1599,33
Nettetal,2194,53,2084,57
Niederkrüchten,474,9,449,16
Schwalmtal,602,23,565,14
Tönisvorst,1220,28,1171,21
Viersen,3621,116,3390,115
Willich,1918,40,1843,35
o. Angabe,0,0,0,0
Gesamt,12863,346,12206,311
