Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,917,39,866,12
Grefrath,932,34,884,14
Kempen,2550,135,2374,41
Nettetal,3332,126,3144,62
Niederkrüchten,743,36,691,16
Schwalmtal,943,64,864,15
Tönisvorst,1866,107,1736,23
Viersen,5384,248,5007,129
Willich,3006,149,2819,38
o. Angabe,0,0,0,0
Gesamt,19673,938,18385,350
