Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,511,13,486,12
Grefrath,565,7,550,8
Kempen,1577,34,1510,33
Nettetal,2078,25,1996,57
Niederkrüchten,459,9,434,16
Schwalmtal,554,17,523,14
Tönisvorst,1131,37,1074,20
Viersen,3407,38,3255,114
Willich,1810,49,1726,35
o. Angabe,0,0,0,0
Gesamt,12092,229,11554,309
