Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,575,12,551,12
Grefrath,601,2,591,8
Kempen,1699,11,1655,33
Nettetal,2239,31,2151,57
Niederkrüchten,485,8,461,16
Schwalmtal,626,25,587,14
Tönisvorst,1234,10,1203,21
Viersen,3705,63,3526,116
Willich,1958,35,1888,35
o. Angabe,0,0,0,0
Gesamt,13122,197,12613,312
