Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,925,42,871,12
Grefrath,936,34,888,14
Kempen,2567,146,2380,41
Nettetal,3353,134,3157,62
Niederkrüchten,745,33,696,16
Schwalmtal,948,63,870,15
Tönisvorst,1896,125,1748,23
Viersen,5399,239,5031,129
Willich,3026,155,2833,38
o. Angabe,0,0,0,0
Gesamt,19795,971,18474,350
