Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,540,0,532,8
Kempen,1515,14,1468,33
Nettetal,2006,19,1930,57
Niederkrüchten,440,7,417,16
Schwalmtal,524,8,503,13
Tönisvorst,1081,3,1058,20
Viersen,3302,18,3170,114
Willich,1704,13,1657,34
o. Angabe,0,0,0,0
Gesamt,11601,82,11212,307
