Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,850,47,791,12
Grefrath,885,79,793,13
Kempen,2330,192,2100,38
Nettetal,3114,231,2823,60
Niederkrüchten,692,44,632,16
Schwalmtal,843,67,762,14
Tönisvorst,1705,144,1539,22
Viersen,4941,394,4426,121
Willich,2777,185,2555,37
o. Angabe,0,0,0,0
Gesamt,18137,1383,16421,333
