Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,901,39,850,12
Grefrath,920,31,875,14
Kempen,2490,128,2322,40
Nettetal,3289,134,3093,62
Niederkrüchten,732,39,677,16
Schwalmtal,926,68,843,15
Tönisvorst,1812,87,1702,23
Viersen,5261,224,4909,128
Willich,2947,149,2760,38
o. Angabe,0,0,0,0
Gesamt,19278,899,18031,348
