Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,593,8,573,12
Grefrath,616,7,601,8
Kempen,1718,15,1669,34
Nettetal,2281,25,2199,57
Niederkrüchten,505,17,472,16
Schwalmtal,641,3,624,14
Tönisvorst,1242,1,1220,21
Viersen,3756,28,3612,116
Willich,2006,38,1933,35
o. Angabe,0,0,0,0
Gesamt,13358,142,12903,313
