Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,549,23,514,12
Grefrath,596,18,570,8
Kempen,1667,60,1574,33
Nettetal,2174,69,2048,57
Niederkrüchten,472,9,447,16
Schwalmtal,597,31,552,14
Tönisvorst,1212,50,1142,20
Viersen,3591,133,3343,115
Willich,1904,49,1820,35
o. Angabe,0,0,0,0
Gesamt,12762,442,12010,310
