Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,586,10,564,12
Grefrath,609,9,592,8
Kempen,1704,6,1664,34
Nettetal,2257,19,2181,57
Niederkrüchten,489,5,468,16
Schwalmtal,639,19,606,14
Tönisvorst,1241,8,1212,21
Viersen,3736,39,3581,116
Willich,1973,19,1919,35
o. Angabe,0,0,0,0
Gesamt,13234,134,12787,313
