Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,592,8,572,12
Grefrath,614,5,601,8
Kempen,1715,12,1669,34
Nettetal,2278,23,2198,57
Niederkrüchten,504,16,472,16
Schwalmtal,640,2,624,14
Tönisvorst,1241,1,1219,21
Viersen,3754,28,3610,116
Willich,1998,34,1929,35
o. Angabe,0,0,0,0
Gesamt,13336,129,12894,313
