Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,1,476,12
Grefrath,540,1,531,8
Kempen,1515,14,1468,33
Nettetal,2001,16,1928,57
Niederkrüchten,438,6,416,16
Schwalmtal,524,10,501,13
Tönisvorst,1081,4,1057,20
Viersen,3302,21,3167,114
Willich,1703,15,1654,34
o. Angabe,0,0,0,0
Gesamt,11593,88,11198,307
