Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,542,2,532,8
Kempen,1520,0,1487,33
Nettetal,2012,2,1953,57
Niederkrüchten,446,0,430,16
Schwalmtal,530,2,514,14
Tönisvorst,1084,2,1062,20
Viersen,3311,5,3192,114
Willich,1721,10,1676,35
o. Angabe,0,0,0,0
Gesamt,11655,23,11323,309
