Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,887,43,832,12
Grefrath,907,27,866,14
Kempen,2424,142,2242,40
Nettetal,3236,151,3023,62
Niederkrüchten,710,33,661,16
Schwalmtal,901,66,820,15
Tönisvorst,1777,112,1642,23
Viersen,5166,325,4714,127
Willich,2883,150,2695,38
o. Angabe,0,0,0,0
Gesamt,18891,1049,17495,347
