Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,861,39,810,12
Grefrath,893,53,827,13
Kempen,2371,163,2170,38
Nettetal,3170,196,2914,60
Niederkrüchten,698,35,647,16
Schwalmtal,860,62,783,15
Tönisvorst,1740,143,1575,22
Viersen,5062,400,4540,122
Willich,2828,175,2616,37
o. Angabe,0,0,0,0
Gesamt,18483,1266,16882,335
