Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,684,45,627,12
Grefrath,687,45,634,8
Kempen,1875,107,1734,34
Nettetal,2524,158,2308,58
Niederkrüchten,582,38,528,16
Schwalmtal,686,30,642,14
Tönisvorst,1358,86,1251,21
Viersen,4163,280,3766,117
Willich,2297,192,2070,35
o. Angabe,0,0,0,0
Gesamt,14856,981,13560,315
