Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,1560,400,1151,12
Grefrath,1582,436,1131,15
Kempen,3944,815,3088,43
Nettetal,4650,786,3802,62
Niederkrüchten,1251,333,901,17
Schwalmtal,1543,442,1088,16
Tönisvorst,3065,604,2440,23
Viersen,7527,1053,6353,129
Willich,4503,725,3741,40
o. Angabe,0,0,0,0
Gesamt,29625,5594,23695,357
