Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,556,18,526,12
Grefrath,599,7,584,8
Kempen,1689,55,1601,33
Nettetal,2198,51,2090,57
Niederkrüchten,475,8,451,16
Schwalmtal,602,23,565,14
Tönisvorst,1222,26,1175,21
Viersen,3630,116,3399,115
Willich,1920,42,1843,35
o. Angabe,0,0,0,0
Gesamt,12891,346,12234,311
