Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,883,41,830,12
Grefrath,905,32,859,14
Kempen,2417,146,2232,39
Nettetal,3224,157,3007,60
Niederkrüchten,707,32,659,16
Schwalmtal,892,62,815,15
Tönisvorst,1768,114,1631,23
Viersen,5156,345,4687,124
Willich,2870,154,2679,37
o. Angabe,0,0,0,0
Gesamt,18822,1083,17399,340
