Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,1142,160,970,12
Grefrath,1104,106,984,14
Kempen,3087,289,2757,41
Nettetal,3843,278,3503,62
Niederkrüchten,888,91,781,16
Schwalmtal,1073,72,986,15
Tönisvorst,2441,320,2098,23
Viersen,6427,585,5713,129
Willich,3720,388,3294,38
o. Angabe,0,0,0,0
Gesamt,23725,2289,21086,350
