Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,877,41,824,12
Grefrath,900,37,850,14
Kempen,2395,138,2219,39
Nettetal,3208,167,2981,60
Niederkrüchten,703,30,657,16
Schwalmtal,878,55,808,15
Tönisvorst,1755,119,1613,23
Viersen,5131,363,4645,124
Willich,2846,148,2661,37
o. Angabe,0,0,0,0
Gesamt,18693,1098,17258,340
