Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,540,28,500,12
Grefrath,594,28,558,8
Kempen,1635,58,1544,33
Nettetal,2149,73,2019,57
Niederkrüchten,467,9,442,16
Schwalmtal,588,36,538,14
Tönisvorst,1199,75,1104,20
Viersen,3521,115,3292,114
Willich,1887,78,1774,35
o. Angabe,1,0,1,0
Gesamt,12581,500,11772,309
