Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,1251,164,1075,12
Grefrath,1302,222,1065,15
Kempen,3359,339,2979,41
Nettetal,4115,381,3672,62
Niederkrüchten,1047,170,861,16
Schwalmtal,1183,135,1033,15
Tönisvorst,2657,322,2312,23
Viersen,6999,801,6069,129
Willich,4033,455,3550,38
o. Angabe,0,0,0,0
Gesamt,25946,2979,22616,351
