Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,0,477,12
Grefrath,540,0,532,8
Kempen,1518,11,1474,33
Nettetal,2006,10,1939,57
Niederkrüchten,444,8,420,16
Schwalmtal,524,6,505,13
Tönisvorst,1081,2,1059,20
Viersen,3304,10,3180,114
Willich,1706,5,1666,35
o. Angabe,0,0,0,0
Gesamt,11612,52,11252,308
