Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,690,46,632,12
Grefrath,692,45,639,8
Kempen,1885,112,1739,34
Nettetal,2548,173,2317,58
Niederkrüchten,587,37,534,16
Schwalmtal,689,33,642,14
Tönisvorst,1367,91,1255,21
Viersen,4182,278,3787,117
Willich,2321,206,2080,35
o. Angabe,0,0,0,0
Gesamt,14961,1021,13625,315
