Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,490,1,477,12
Grefrath,544,3,533,8
Kempen,1530,9,1488,33
Nettetal,2027,14,1956,57
Niederkrüchten,446,0,430,16
Schwalmtal,530,1,515,14
Tönisvorst,1089,5,1064,20
Viersen,3313,2,3197,114
Willich,1730,13,1682,35
o. Angabe,0,0,0,0
Gesamt,11699,48,11342,309
