Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,701,45,644,12
Grefrath,703,49,646,8
Kempen,1914,105,1775,34
Nettetal,2593,188,2347,58
Niederkrüchten,592,36,540,16
Schwalmtal,702,40,648,14
Tönisvorst,1394,102,1271,21
Viersen,4226,268,3841,117
Willich,2360,204,2121,35
o. Angabe,0,0,0,0
Gesamt,15185,1037,13833,315
