Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,836,75,749,12
Grefrath,860,85,763,12
Kempen,2242,200,2005,37
Nettetal,3029,262,2707,60
Niederkrüchten,673,52,605,16
Schwalmtal,823,83,726,14
Tönisvorst,1638,161,1455,22
Viersen,4769,362,4288,119
Willich,2702,200,2466,36
o. Angabe,0,0,0,0
Gesamt,17572,1480,15764,328
