Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,517,13,492,12
Grefrath,575,15,552,8
Kempen,1600,46,1521,33
Nettetal,2101,38,2006,57
Niederkrüchten,461,9,436,16
Schwalmtal,565,23,528,14
Tönisvorst,1158,57,1081,20
Viersen,3445,61,3270,114
Willich,1859,92,1732,35
o. Angabe,0,0,0,0
Gesamt,12281,354,11618,309
