Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,585,15,558,12
Grefrath,609,9,592,8
Kempen,1702,4,1664,34
Nettetal,2252,27,2168,57
Niederkrüchten,488,6,466,16
Schwalmtal,635,21,600,14
Tönisvorst,1240,12,1207,21
Viersen,3721,43,3562,116
Willich,1964,18,1911,35
o. Angabe,0,0,0,0
Gesamt,13196,155,12728,313
