Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,489,4,473,12
Grefrath,540,4,528,8
Kempen,1512,12,1467,33
Nettetal,1997,15,1925,57
Niederkrüchten,436,8,412,16
Schwalmtal,521,9,499,13
Tönisvorst,1079,4,1055,20
Viersen,3300,31,3155,114
Willich,1702,28,1640,34
o. Angabe,0,0,0,0
Gesamt,11576,115,11154,307
