Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,614,25,577,12
Grefrath,627,12,607,8
Kempen,1741,30,1677,34
Nettetal,2307,36,2214,57
Niederkrüchten,515,13,486,16
Schwalmtal,648,8,626,14
Tönisvorst,1249,8,1220,21
Viersen,3800,53,3631,116
Willich,2032,47,1950,35
o. Angabe,0,0,0,0
Gesamt,13533,232,12988,313
