Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,693,42,639,12
Grefrath,700,46,646,8
Kempen,1904,110,1760,34
Nettetal,2559,164,2337,58
Niederkrüchten,589,35,538,16
Schwalmtal,699,40,645,14
Tönisvorst,1380,96,1263,21
Viersen,4206,269,3820,117
Willich,2347,205,2107,35
o. Angabe,0,0,0,0
Gesamt,15077,1007,13755,315
