Kommune,bestätigte Fälle,aktuell positiv,Genesene,verstorben
Brüggen,850,38,800,12
Grefrath,888,63,812,13
Kempen,2341,180,2123,38
Nettetal,3129,216,2853,60
Niederkrüchten,692,41,635,16
Schwalmtal,847,61,771,15
Tönisvorst,1712,139,1551,22
Viersen,4982,403,4457,122
Willich,2788,176,2575,37
o. Angabe,0,0,0,0
Gesamt,18229,1317,16577,335
