,Bisherige Infektionen Gesamt,Veränderung zum Vortag
Bexbach,483,0
Blieskastel,610,0
Gersheim,118,0
Homburg,1648,0
Kirkel,325,0
Mandelbachtal,328,0
St. Ingbert,1602,0
