,Bisherige Infektionen Gesamt,Veränderung zum Vortag
Bexbach,477,0
Blieskastel,602,0
Gersheim,114,0
Homburg,1583,0
Kirkel,323,0
Mandelbachtal,327,0
St. Ingbert,1575,0
