,Bisherige Infektionen Gesamt,Veränderung zum Vortag
Bexbach,430,0
Blieskastel,553,0
Gersheim,94,0
Homburg,1399,0
Kirkel,297,0
Mandelbachtal,287,0
St. Ingbert,1385,0
