,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Eisenach,26,0,0,0.00% →
1,2,Frankfurt (Oder),1,8,6,50.00% ↗
3,4,Weiden i.d.OPf.,1,27,8,-40.74% ↘
8,9,Suhl,1,34,22,29.41% ↗
9,10,Dessau-Roßlau,2,35,19,8.57% ↗
17,18,Schwerin,0,51,26,1.96% ↗
18,19,Zweibrücken,1,53,19,-28.30% ↘
19,20,Coburg,0,53,31,16.98% ↗
23,24,Emden,2,57,28,-1.75% ↘
28,29,Flensburg,0,63,21,-33.33% ↘
29,30,Bayreuth,0,63,37,17.46% ↗
32,33,Ansbach,1,69,24,-30.43% ↘
41,42,Schwabach,0,72,38,5.56% ↗
46,47,Weimar,1,77,46,19.48% ↗
52,53,Pirmasens,1,80,41,2.50% ↗
57,58,Amberg,1,83,44,6.02% ↗
58,59,Passau,1,85,47,10.59% ↗
69,70,Straubing,0,91,36,-20.88% ↘
75,76,Kaufbeuren,0,95,47,-1.05% ↘
82,83,Hof,0,103,36,-30.10% ↘
86,87,Frankenthal,0,107,50,-6.54% ↘
88,89,Memmingen,1,108,58,7.41% ↗
91,92,Trier,0,112,40,-28.57% ↘
95,96,Baden-Baden,1,115,58,0.87% ↗
97,98,Gera,2,117,57,-2.56% ↘
100,101,Neumünster,0,117,62,5.98% ↗
113,114,Brandenburg a.d.Havel,2,131,59,-9.92% ↘
114,115,Jena,0,132,65,-1.52% ↘
115,116,Wilhelmshaven,0,134,57,-14.93% ↘
118,119,Schweinfurt,0,137,78,13.87% ↗
119,120,Koblenz,0,138,39,-43.48% ↘
120,121,Bamberg,0,139,60,-13.67% ↘
123,124,Kaiserslautern,2,143,79,10.49% ↗
125,126,Kempten,0,145,56,-22.76% ↘
126,127,Landau i.d.Pfalz,0,145,72,-0.69% ↘
130,131,Rostock,0,149,51,-31.54% ↘
135,136,Remscheid,0,154,46,-40.26% ↘
137,138,Magdeburg,0,155,69,-10.97% ↘
138,139,Speyer,0,155,60,-22.58% ↘
140,141,Delmenhorst,2,157,49,-37.58% ↘
148,149,Landshut,0,161,92,14.29% ↗
154,155,Chemnitz,1,166,66,-20.48% ↘
158,159,Bottrop,1,170,66,-22.35% ↘
164,165,Erlangen,0,175,88,0.57% ↗
180,181,Lübeck,1,188,75,-20.21% ↘
181,182,Cottbus,0,190,81,-14.74% ↘
182,183,Aschaffenburg,0,191,92,-3.66% ↘
187,188,Potsdam,1,194,108,11.34% ↗
203,204,Neustadt a.d.Weinstraße,1,219,101,-7.76% ↘
208,209,Solingen,1,226,79,-30.09% ↘
217,218,Ulm,0,236,123,4.24% ↗
218,219,Heidelberg,0,238,117,-1.68% ↘
219,220,Halle,0,238,126,5.88% ↗
220,221,Wolfsburg,1,239,97,-18.83% ↘
224,225,Oldenburg,0,242,110,-9.09% ↘
228,229,Würzburg,0,249,125,0.40% ↗
231,232,Osnabrück,0,252,112,-11.11% ↘
236,237,Worms,1,259,119,-8.11% ↘
238,239,Rosenheim,0,261,103,-21.07% ↘
241,242,Fürth,0,262,136,3.82% ↗
254,255,Berlin Marzahn-Hellersdorf,2,282,129,-8.51% ↘
256,257,Berlin Treptow-Köpenick,1,283,149,5.30% ↗
259,260,Regensburg,0,288,136,-5.56% ↘
260,261,Erfurt,1,290,151,4.14% ↗
262,263,Kiel,0,293,123,-16.04% ↘
265,266,Mülheim a.d.Ruhr,1,296,115,-22.30% ↘
266,267,Braunschweig,0,296,140,-5.41% ↘
274,275,Darmstadt,0,305,153,0.33% ↗
279,280,Berlin Steglitz-Zehlendorf,1,314,146,-7.01% ↘
280,281,Herne,1,315,130,-17.46% ↘
297,298,Berlin Lichtenberg,2,368,168,-8.70% ↘
299,300,Heilbronn,1,370,161,-12.97% ↘
300,301,Pforzheim,1,371,220,18.60% ↗
303,304,Krefeld,0,376,145,-22.87% ↘
304,305,Hamm,0,378,159,-15.87% ↘
305,306,Salzgitter,2,385,160,-16.88% ↘
311,312,Münster,0,399,175,-12.28% ↘
312,313,Oberhausen,0,401,173,-13.72% ↘
317,318,Ingolstadt,1,415,179,-13.73% ↘
321,322,Kassel,0,421,176,-16.39% ↘
322,323,Freiburg i.Breisgau,0,424,225,6.13% ↗
324,325,Mainz,0,428,159,-25.70% ↘
332,333,Karlsruhe,0,454,227,0.00% →
336,337,Bremerhaven,0,461,245,6.29% ↗
338,339,Hagen,0,474,231,-2.53% ↘
339,340,Berlin Charlottenburg-Wilmersdorf,1,483,240,-0.62% ↘
340,341,Mönchengladbach,0,487,203,-16.63% ↘
343,344,Leverkusen,0,496,224,-9.68% ↘
346,347,Berlin Pankow,2,502,262,4.38% ↗
347,348,Offenbach,0,511,228,-10.76% ↘
348,349,Leipzig,0,513,241,-6.04% ↘
354,355,Ludwigshafen,0,558,240,-13.98% ↘
357,358,Berlin Reinickendorf,0,581,246,-15.32% ↘
361,362,Berlin Tempelhof-Schöneberg,0,603,276,-8.46% ↘
362,363,Wiesbaden,0,606,223,-26.40% ↘
366,367,Bochum,0,631,249,-21.08% ↘
367,368,Gelsenkirchen,0,639,244,-23.63% ↘
368,369,Berlin Friedrichshain-Kreuzberg,1,644,299,-7.14% ↘
369,370,Dresden,0,647,291,-10.05% ↘
370,371,Berlin Spandau,1,658,292,-11.25% ↘
373,374,Berlin Neukölln,0,713,365,2.38% ↗
377,378,Bielefeld,0,737,291,-21.03% ↘
382,383,Bonn,1,812,395,-2.71% ↘
384,385,Mannheim,0,845,410,-2.96% ↘
386,387,Augsburg,0,857,362,-15.52% ↘
388,389,Berlin Mitte,1,875,424,-3.09% ↘
397,398,Duisburg,0,1027,414,-19.38% ↘
398,399,Bremen,0,1085,503,-7.28% ↘
400,401,Dortmund,0,1113,480,-13.75% ↘
402,403,Nürnberg,0,1172,579,-1.19% ↘
403,404,Essen,0,1180,534,-9.49% ↘
404,405,Wuppertal,0,1250,477,-23.68% ↘
405,406,Stuttgart,1,1320,763,15.61% ↗
406,407,Düsseldorf,0,1334,577,-13.49% ↘
407,408,Frankfurt am Main,0,2000,819,-18.10% ↘
408,409,Köln,0,2013,846,-15.95% ↘
410,411,Hamburg,0,2765,1195,-13.56% ↘
411,412,München,0,3479,1707,-1.87% ↘
